user,platform,komentar,timestamp,sentimen,cleaned_komentar
empluksaptono,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:38:14,positif,biar keras niat
wibowocawuk,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:23:45,positif,jujurly lucu banget sih
fitriaputra,TikTok,hmm no comment deh,2024-12-23 15:48:35,netral,hmm no comment deh
kania20,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:57:30,negatif,gus miftah maaf sih
iuwais,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:13:06,positif,ceramah tetep dapet relax aja guys
vinsen24,TikTok,hmm no comment deh,2024-12-23 15:13:22,netral,hmm no comment deh
banawasusanti,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:47:20,negatif,jual es teh jd insecure
gpermadi,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:27:26,negatif,jual es teh jd insecure
mardhiyahedward,TikTok,tergantung yg nonton juga sih,2024-12-23 15:01:32,netral,gantung yg nonton sih
rhakim,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:59:28,positif,ni gus emg aja laku
paimankurniawan,TikTok,ga tau mau bilang apa,2024-12-23 15:01:19,netral,ga tau bilang
olga81,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:58:21,positif,gw tuju sih ama omong gus
eluhsudiati,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:36:18,positif,bener sih kadang netizen baper
martakawibowo,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:35:36,positif,ceramah tetep dapet relax aja guys
jamalia47,TikTok,ceramah apaan malah ngehina,2024-12-23 15:44:55,negatif,ceramah ngehina
utamiraditya,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:25:07,negatif,ga sopan bgt ngomong gitu
mahendraajimat,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:16:27,negatif,sih udah lewat batas
janetkusmawati,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:36:43,positif,jujurly lucu banget sih
purwadimustofa,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:18:04,positif,bener sih kadang netizen baper
natalia56,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:46:48,netral,netral aja sih gw liat
winarsihmichelle,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:41:57,negatif,gus miftah maaf sih
wirdanovitasari,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:06:39,positif,jujurly lucu banget sih
hsiregar,TikTok,tergantung yg nonton juga sih,2024-12-23 15:01:37,netral,gantung yg nonton sih
esitompul,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:08:36,negatif,ga lucu nyakitin hati yg jual
laraswidodo,TikTok,ga tau mau bilang apa,2024-12-23 15:06:51,netral,ga tau bilang
wisnu71,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:44:35,negatif,gus miftah maaf sih
balidinagustina,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:09:56,negatif,jual es teh jd insecure
rahimahbagiya,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:45:24,negatif,gus miftah maaf sih
pradanapadmi,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:57:59,negatif,ga lucu nyakitin hati yg jual
setya58,TikTok,biasa aja sih,2024-12-23 15:18:22,netral,aja sih
nasyiahzelaya,TikTok,ga tau mau bilang apa,2024-12-23 15:35:46,netral,ga tau bilang
bagiyapalastri,TikTok,biasa aja sih,2024-12-23 15:19:07,netral,aja sih
haryantoeli,TikTok,biasa aja sih,2024-12-23 15:48:08,netral,aja sih
rafid22,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:14:32,positif,ni gus emg aja laku
virmanpangestu,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:46:58,negatif,jual es teh jd insecure
prabawanamaga,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:11:39,negatif,gus miftah maaf sih
bakiadihastuti,TikTok,tergantung yg nonton juga sih,2024-12-23 15:13:58,netral,gantung yg nonton sih
dongoranalmira,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:55:07,negatif,ga sopan bgt ngomong gitu
saktisiregar,TikTok,hmm no comment deh,2024-12-23 15:25:09,netral,hmm no comment deh
onilestari,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:25:30,negatif,ga sopan bgt ngomong gitu
rudinasyiah,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:36:53,negatif,gus miftah maaf sih
dwi81,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:34:34,positif,biar keras niat
kamila54,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:56:41,negatif,ga sopan bgt ngomong gitu
ulaksita,TikTok,biasa aja sih,2024-12-23 15:59:14,netral,aja sih
manullangzulaikha,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:58:54,negatif,jual es teh jd insecure
plailasari,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:51:58,negatif,ga sopan bgt ngomong gitu
dirjatarihoran,TikTok,ga tau mau bilang apa,2024-12-23 15:27:05,netral,ga tau bilang
safitripurwadi,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:25:41,netral,netral aja sih gw liat
febiprabowo,TikTok,tergantung yg nonton juga sih,2024-12-23 15:38:53,netral,gantung yg nonton sih
hesti89,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:27:18,netral,netral aja sih gw liat
entengkuswandari,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:37:47,negatif,ga lucu nyakitin hati yg jual
gardamegantara,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:20:27,negatif,ga sopan bgt ngomong gitu
utamijail,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:39:20,positif,jujurly lucu banget sih
budi24,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:45:54,negatif,ga sopan bgt ngomong gitu
januarpranawa,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:01:11,negatif,jual es teh jd insecure
zulkarnaingatra,TikTok,ga tau mau bilang apa,2024-12-23 15:20:40,netral,ga tau bilang
sihombingcakrawala,TikTok,ga tau mau bilang apa,2024-12-23 15:02:08,netral,ga tau bilang
jagaragautama,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:18:31,netral,netral aja sih gw liat
dirjafujiati,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:16:11,positif,ni gus emg aja laku
dimasjailani,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:25:04,netral,netral aja sih gw liat
lukmannarpati,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:59:33,positif,bener sih kadang netizen baper
zulkarnainlaila,TikTok,ga tau mau bilang apa,2024-12-23 15:40:23,netral,ga tau bilang
sanggraini,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:56:23,negatif,gus miftah maaf sih
namagatedi,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:40:31,netral,gue liat ya udah ya
yuliartiluis,TikTok,ceramah apaan malah ngehina,2024-12-23 15:47:23,negatif,ceramah ngehina
harsantolaksita,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:00:40,negatif,ga sopan bgt ngomong gitu
napitupuludiah,TikTok,ceramah apaan malah ngehina,2024-12-23 15:47:23,negatif,ceramah ngehina
qorisuryono,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:41:35,negatif,jual es teh jd insecure
mursitawijaya,TikTok,tergantung yg nonton juga sih,2024-12-23 15:26:03,netral,gantung yg nonton sih
tarihoranenteng,TikTok,hmm no comment deh,2024-12-23 15:52:56,netral,hmm no comment deh
balamantrikusumo,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:30:49,positif,ceramah tetep dapet relax aja guys
taswir79,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:54:02,netral,netral aja sih gw liat
irmahartati,TikTok,biasa aja sih,2024-12-23 15:10:39,netral,aja sih
jnugroho,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:56:15,negatif,ga lucu nyakitin hati yg jual
xwahyudin,TikTok,biasa aja sih,2024-12-23 15:10:59,netral,aja sih
mansurbahuwarna,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:19:55,netral,gue liat ya udah ya
unggul97,TikTok,biasa aja sih,2024-12-23 15:39:41,netral,aja sih
nasrullah27,TikTok,ceramah apaan malah ngehina,2024-12-23 15:10:36,negatif,ceramah ngehina
gada98,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:09:53,negatif,sih udah lewat batas
gaimanlestari,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:01:01,negatif,ga sopan bgt ngomong gitu
hestiprakasa,TikTok,tergantung yg nonton juga sih,2024-12-23 15:32:32,netral,gantung yg nonton sih
luis88,TikTok,ceramah apaan malah ngehina,2024-12-23 15:32:03,negatif,ceramah ngehina
bakiman87,TikTok,tergantung yg nonton juga sih,2024-12-23 15:54:14,netral,gantung yg nonton sih
emas87,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:32:12,netral,gue liat ya udah ya
epradipta,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:33:35,negatif,jual es teh jd insecure
usinaga,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:29:02,negatif,ga sopan bgt ngomong gitu
uwaisvino,TikTok,ga tau mau bilang apa,2024-12-23 15:22:25,netral,ga tau bilang
usadaakarsana,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:07:21,positif,jujurly lucu banget sih
cahyonoirawan,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:41:14,positif,ceramah tetep dapet relax aja guys
waluyocapa,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:35:19,negatif,sih udah lewat batas
ulestari,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:09:25,negatif,ga lucu nyakitin hati yg jual
jefrinamaga,TikTok,biasa aja sih,2024-12-23 15:31:33,netral,aja sih
jhasanah,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:23:39,positif,bener sih kadang netizen baper
ofirgantoro,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:04:42,negatif,jual es teh jd insecure
keisharajata,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:27:07,positif,bener sih kadang netizen baper
yharyanto,TikTok,ceramah apaan malah ngehina,2024-12-23 15:12:25,negatif,ceramah ngehina
mandalabakijan,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:21:32,positif,ni gus emg aja laku
purnawatibagas,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:01:45,negatif,jual es teh jd insecure
faridasalsabila,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:25:15,negatif,ga lucu nyakitin hati yg jual
keisha79,TikTok,biasa aja sih,2024-12-23 15:06:58,netral,aja sih
jailaniwasis,TikTok,tergantung yg nonton juga sih,2024-12-23 15:34:28,netral,gantung yg nonton sih
asmianto64,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:54:47,negatif,ga lucu nyakitin hati yg jual
prasetya61,TikTok,tergantung yg nonton juga sih,2024-12-23 15:43:38,netral,gantung yg nonton sih
lusada,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:56:38,positif,bener sih kadang netizen baper
mpuspasari,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:26:12,positif,ni gus emg aja laku
budimanvanya,TikTok,biasa aja sih,2024-12-23 15:40:22,netral,aja sih
alaksita,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:10:07,negatif,ga lucu nyakitin hati yg jual
criyanti,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:40:56,positif,ni gus emg aja laku
cwibowo,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:13:34,positif,ni gus emg aja laku
xhabibi,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:56:51,positif,jujurly lucu banget sih
praba44,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:49:35,netral,gue liat ya udah ya
ceceppalastri,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:47:54,negatif,jual es teh jd insecure
riyanticawisadi,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:41:36,positif,biar keras niat
saputraciaobella,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:13:36,positif,ni gus emg aja laku
wijayantihendri,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:51:38,positif,jujurly lucu banget sih
ganepprakasa,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:07:43,positif,ceramah tetep dapet relax aja guys
ihalimah,TikTok,ceramah apaan malah ngehina,2024-12-23 15:20:25,negatif,ceramah ngehina
ifarajasa,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:20:46,positif,biar keras niat
tania97,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:18:17,netral,netral aja sih gw liat
haryantinalar,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:07:13,netral,netral aja sih gw liat
lukitapuspita,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:05:35,negatif,ga lucu nyakitin hati yg jual
kajen29,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:45:30,positif,bener sih kadang netizen baper
kanda30,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:28:07,negatif,gus miftah maaf sih
wirdawaskita,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:04:40,negatif,gus miftah maaf sih
najib15,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:36:25,netral,netral aja sih gw liat
eharyanto,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:23:37,negatif,ga sopan bgt ngomong gitu
agnes69,TikTok,hmm no comment deh,2024-12-23 15:24:09,netral,hmm no comment deh
hardiansyahcarla,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:22:10,netral,gue liat ya udah ya
fmaryati,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:15:00,positif,jujurly lucu banget sih
bellafarida,TikTok,hmm no comment deh,2024-12-23 15:50:10,netral,hmm no comment deh
herupradipta,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:20:34,positif,ceramah tetep dapet relax aja guys
ilyasrahimah,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:53:59,positif,jujurly lucu banget sih
tarihoranimam,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:08:38,positif,bener sih kadang netizen baper
doktaviani,TikTok,ceramah apaan malah ngehina,2024-12-23 15:16:02,negatif,ceramah ngehina
lhakim,TikTok,hmm no comment deh,2024-12-23 15:21:05,netral,hmm no comment deh
sarah69,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:44:17,positif,gw tuju sih ama omong gus
vicky34,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:09:26,negatif,ga lucu nyakitin hati yg jual
lukitasiregar,TikTok,hmm no comment deh,2024-12-23 15:29:33,netral,hmm no comment deh
keisha78,TikTok,tergantung yg nonton juga sih,2024-12-23 15:08:55,netral,gantung yg nonton sih
yusufsiregar,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:22:53,positif,biar keras niat
rosman08,TikTok,biasa aja sih,2024-12-23 15:20:37,netral,aja sih
adriansyahmartani,TikTok,hmm no comment deh,2024-12-23 15:54:17,netral,hmm no comment deh
ardiantodarmanto,TikTok,ceramah apaan malah ngehina,2024-12-23 15:45:56,negatif,ceramah ngehina
mahendradacin,TikTok,tergantung yg nonton juga sih,2024-12-23 15:15:42,netral,gantung yg nonton sih
namagagamblang,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:19:34,negatif,sih udah lewat batas
kayla80,TikTok,biasa aja sih,2024-12-23 15:20:01,netral,aja sih
puspapangestu,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:21:46,positif,jujurly lucu banget sih
sakuranasyidah,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:39:53,positif,gw tuju sih ama omong gus
darmanto43,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:13:49,negatif,sih udah lewat batas
zulfa66,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:52:01,positif,gw tuju sih ama omong gus
sinagapaiman,TikTok,hmm no comment deh,2024-12-23 15:27:46,netral,hmm no comment deh
ratnathamrin,TikTok,hmm no comment deh,2024-12-23 15:50:41,netral,hmm no comment deh
dgunarto,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:17:27,negatif,ga sopan bgt ngomong gitu
salimah31,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:18:27,negatif,jual es teh jd insecure
omar22,TikTok,biasa aja sih,2024-12-23 15:10:20,netral,aja sih
daru64,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:40:09,netral,gue liat ya udah ya
viktorpuspita,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:21:29,netral,gue liat ya udah ya
wardi25,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:42:21,netral,gue liat ya udah ya
cakrawala13,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:57:10,netral,netral aja sih gw liat
yessi44,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:06:53,negatif,jual es teh jd insecure
ratna78,TikTok,hmm no comment deh,2024-12-23 15:23:36,netral,hmm no comment deh
karya87,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:47:07,negatif,ga sopan bgt ngomong gitu
rahayuhamima,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:00:56,negatif,jual es teh jd insecure
devi56,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:49:08,netral,netral aja sih gw liat
ifirgantoro,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:17:02,positif,ceramah tetep dapet relax aja guys
irwannatsir,TikTok,ga tau mau bilang apa,2024-12-23 15:44:06,netral,ga tau bilang
bala97,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:39:18,netral,gue liat ya udah ya
simanjuntakgandi,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:19:26,positif,biar keras niat
iardianto,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:07:16,positif,ceramah tetep dapet relax aja guys
hesti14,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:38:27,positif,gw tuju sih ama omong gus
permatagina,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:27:33,netral,gue liat ya udah ya
raden80,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:10:33,positif,gw tuju sih ama omong gus
najmudinlidya,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:03:08,positif,bener sih kadang netizen baper
tugiman75,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:44:09,negatif,ga lucu nyakitin hati yg jual
warsasalahudin,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:26:30,negatif,gus miftah maaf sih
kusmawatiputu,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:12:12,negatif,sih udah lewat batas
situmorangtira,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:19:34,positif,ni gus emg aja laku
victoriatarihoran,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:50:39,negatif,ga sopan bgt ngomong gitu
vino59,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:10:58,negatif,jual es teh jd insecure
tari35,TikTok,tergantung yg nonton juga sih,2024-12-23 15:52:51,netral,gantung yg nonton sih
lestarisoleh,TikTok,ceramah apaan malah ngehina,2024-12-23 15:53:52,negatif,ceramah ngehina
luthfisiregar,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:31:02,negatif,ga sopan bgt ngomong gitu
zsihotang,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:56:02,positif,bener sih kadang netizen baper
ukuswoyo,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:36:56,negatif,gus miftah maaf sih
owijayanti,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:12:12,netral,gue liat ya udah ya
galuh12,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:54:01,positif,bener sih kadang netizen baper
mustikakuswandari,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:00:43,netral,gue liat ya udah ya
faridalaila,TikTok,ceramah apaan malah ngehina,2024-12-23 15:48:53,negatif,ceramah ngehina
halimahkoko,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:20:33,positif,ni gus emg aja laku
cahyo13,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:14:51,netral,netral aja sih gw liat
putripradana,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:16:02,negatif,ga sopan bgt ngomong gitu
brahayu,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:54:18,netral,gue liat ya udah ya
ikusmawati,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:22:10,negatif,jual es teh jd insecure
labuhastuti,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:28:14,positif,jujurly lucu banget sih
ajeng50,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:32:24,positif,biar keras niat
hyuliarti,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:50:29,negatif,jual es teh jd insecure
harimurtiardianto,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:11:47,positif,gw tuju sih ama omong gus
vpratama,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:45:34,negatif,sih udah lewat batas
