user,platform,komentar,timestamp,sentimen
prastutimarsudi,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:36:30,positif
rmahendra,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:20:34,positif
najibmaheswara,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:46:14,positif
nabila22,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:26:49,positif
hadi24,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:04:17,negatif
melinda10,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:27:05,negatif
nmardhiyah,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:25:06,netral
rinahidayanto,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:12:05,negatif
vimandabukke,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:17:02,netral
fputra,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:29:41,negatif
luwaryulianti,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:31:41,positif
lintang42,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:22:02,negatif
wardaya03,TikTok,ceramah apaan malah ngehina,2024-12-23 15:05:29,negatif
vinopermadi,TikTok,biasa aja sih,2024-12-23 15:05:26,netral
setyaharyanti,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:33:45,netral
deviwastuti,TikTok,ceramah apaan malah ngehina,2024-12-23 15:25:51,negatif
shaniamegantara,TikTok,ga tau mau bilang apa,2024-12-23 15:00:41,netral
lailasarisamsul,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:20:48,positif
cemplunk51,TikTok,ceramah apaan malah ngehina,2024-12-23 15:42:11,negatif
tina00,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:18:53,negatif
rahmawatiimam,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:05:51,positif
vanyapuspita,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:02:03,negatif
daryanifarida,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:08:05,positif
habibiuchita,TikTok,tergantung yg nonton juga sih,2024-12-23 15:40:30,netral
sihombingtomi,TikTok,biasa aja sih,2024-12-23 15:23:56,netral
wlestari,TikTok,ga tau mau bilang apa,2024-12-23 15:51:27,netral
janetmansur,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:20:23,netral
wahyudinkasiran,TikTok,hmm no comment deh,2024-12-23 15:13:04,netral
maryadilukita,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:30:42,negatif
pratamagalar,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:21:55,negatif
spermata,TikTok,hmm no comment deh,2024-12-23 15:32:37,netral
rikawaluyo,TikTok,ga tau mau bilang apa,2024-12-23 15:15:25,netral
oliva11,TikTok,ga tau mau bilang apa,2024-12-23 15:28:20,netral
latuponoyahya,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:05:48,netral
puspabudiman,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:29:57,positif
zulaikaoskar,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:40:29,negatif
laksmiwatilaswi,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:37:18,positif
cakrabirawajanuar,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:50:12,negatif
nugrohoira,TikTok,ga tau mau bilang apa,2024-12-23 15:14:33,netral
hardiansyahgarda,TikTok,ceramah apaan malah ngehina,2024-12-23 15:49:39,negatif
dabukkecagak,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:01:03,negatif
rafiyulianti,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:54:10,netral
ardiantodrajat,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:45:21,positif
hartana72,TikTok,hmm no comment deh,2024-12-23 15:59:24,netral
ivan20,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:44:33,negatif
sitompulcinthia,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:50:38,negatif
buyainah,TikTok,hmm no comment deh,2024-12-23 15:45:01,netral
smaulana,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:39:00,positif
jumadi02,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:09:17,negatif
mursitarahmawati,TikTok,hmm no comment deh,2024-12-23 15:27:04,netral
yuyainah,TikTok,tergantung yg nonton juga sih,2024-12-23 15:07:27,netral
agustinacaket,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:15:31,negatif
jayadipranowo,TikTok,biasa aja sih,2024-12-23 15:23:11,netral
agus93,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:03:35,netral
anggrainidarmanto,TikTok,ceramah apaan malah ngehina,2024-12-23 15:27:05,negatif
sitompuldanang,TikTok,ga tau mau bilang apa,2024-12-23 15:28:00,netral
santosowulan,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:17:56,negatif
kasiyahwinarno,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:00:04,positif
hakimmartana,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:18:04,positif
suryatmigada,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:13:48,negatif
respatilestari,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:49:27,positif
ira41,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:24:31,negatif
jjanuar,TikTok,ceramah apaan malah ngehina,2024-12-23 15:31:25,negatif
martaka15,TikTok,ga tau mau bilang apa,2024-12-23 15:59:42,netral
wkurniawan,TikTok,biasa aja sih,2024-12-23 15:35:17,netral
tasdiksimbolon,TikTok,hmm no comment deh,2024-12-23 15:05:05,netral
hamzahsuryatmi,TikTok,biasa aja sih,2024-12-23 15:13:51,netral
hidayatmaimunah,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:59:09,negatif
luthfianggraini,TikTok,biasa aja sih,2024-12-23 15:37:04,netral
darsirahhastuti,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:35:24,negatif
kunthara14,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:51:29,positif
kani64,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:41:41,positif
sharyanti,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:13:17,netral
putrisimbolon,TikTok,ga tau mau bilang apa,2024-12-23 15:00:07,netral
sarimulyani,TikTok,tergantung yg nonton juga sih,2024-12-23 15:12:09,netral
asimbolon,TikTok,ceramah apaan malah ngehina,2024-12-23 15:06:42,negatif
betaniapratiwi,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:45:59,positif
kurniawansaadat,TikTok,biasa aja sih,2024-12-23 15:19:58,netral
anajmudin,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:43:56,negatif
baguspradipta,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:16:14,netral
wprakasa,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:59:45,netral
maman84,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:29:58,positif
usyi36,TikTok,tergantung yg nonton juga sih,2024-12-23 15:09:42,netral
thamrinteddy,TikTok,ceramah apaan malah ngehina,2024-12-23 15:48:45,negatif
olivahidayat,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:25:42,negatif
palastrirespati,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:43:36,negatif
kusamah,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:51:01,positif
marbunusyi,TikTok,ga tau mau bilang apa,2024-12-23 15:33:13,netral
prabowoedward,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:50:10,positif
prasetyopangestu,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:16:55,negatif
dadi94,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:34:08,negatif
amaliapratama,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:54:09,negatif
sarah61,TikTok,tergantung yg nonton juga sih,2024-12-23 15:29:18,netral
lurhurdongoran,TikTok,ga tau mau bilang apa,2024-12-23 15:43:49,netral
halimzulkarnain,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:11:08,negatif
pradiptacandrakanta,TikTok,tergantung yg nonton juga sih,2024-12-23 15:04:47,netral
siskaprasetyo,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:39:56,positif
sucipertiwi,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:21:34,negatif
solehsaputra,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:34:40,netral
galur38,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:45:05,negatif
elvinasaptono,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:42:32,positif
chutagalung,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:15:50,positif
hasnanashiruddin,TikTok,hmm no comment deh,2024-12-23 15:25:36,netral
fuwais,TikTok,tergantung yg nonton juga sih,2024-12-23 15:53:14,netral
vickymandasari,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:28:03,negatif
bakiantoanggriawan,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:08:39,negatif
kuswoyoviolet,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:24:44,negatif
prabowonarji,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:13:00,netral
maryantorahmawati,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:22:05,positif
siraittirtayasa,TikTok,hmm no comment deh,2024-12-23 15:46:11,netral
prasetyoalika,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:42:56,negatif
sihotangarta,TikTok,hmm no comment deh,2024-12-23 15:19:36,netral
ilailasari,TikTok,tergantung yg nonton juga sih,2024-12-23 15:48:19,netral
nugraha87,TikTok,hmm no comment deh,2024-12-23 15:19:20,netral
prasetyauwais,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:32:26,positif
januarwani,TikTok,ga tau mau bilang apa,2024-12-23 15:46:43,netral
putraikhsan,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:59:26,negatif
panjihasanah,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:26:54,negatif
gandaaryani,TikTok,ceramah apaan malah ngehina,2024-12-23 15:36:50,negatif
kiandrasinaga,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:06:49,negatif
danang69,TikTok,ga tau mau bilang apa,2024-12-23 15:13:01,netral
prasetyogaliono,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:29:02,positif
tambakeisha,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:22:31,negatif
mustofagandi,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:13:37,positif
riyantidina,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:26:29,positif
dinda30,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:17:59,positif
iswahyudiian,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:01:15,netral
maheswaraelvin,TikTok,hmm no comment deh,2024-12-23 15:31:48,netral
tarihoraneli,TikTok,tergantung yg nonton juga sih,2024-12-23 15:40:55,netral
ellis67,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:46:05,positif
damaniklidya,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:52:19,netral
nugraha20,TikTok,ceramah apaan malah ngehina,2024-12-23 15:24:48,negatif
padmi14,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:00:01,netral
saefullahmuhammad,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:49:32,positif
vpurwanti,TikTok,hmm no comment deh,2024-12-23 15:46:40,netral
emaryadi,TikTok,ga tau mau bilang apa,2024-12-23 15:32:41,netral
ihutapea,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:56:13,positif
rahmawatigadang,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:11:41,negatif
luthfipadmasari,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:27:40,positif
cahyonozulkarnain,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:22:02,netral
wage03,TikTok,ceramah apaan malah ngehina,2024-12-23 15:28:15,negatif
zharyanti,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:00:59,negatif
yessitamba,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:16:48,positif
siregarayu,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:07:59,positif
vfujiati,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:50:13,netral
karjariyanti,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:56:13,positif
melanilukita,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:34:45,positif
rmaryati,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:33:19,positif
irfansitumorang,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:19:39,negatif
hartonapitupulu,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:08:44,negatif
dongoranwarji,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:46:40,positif
mulyono16,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:12:14,positif
rainasinaga,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:19:26,negatif
cornelia61,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:15:47,positif
kembahalimah,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:07:28,positif
viswahyudi,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:48:48,netral
hardananajmudin,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:38:07,positif
unurdiyanti,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:26:14,netral
zulkarnainlalita,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:27:00,positif
onarpati,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:17:05,negatif
caturanggajailani,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:53:32,netral
wulan74,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:02:59,positif
budiyantotaufan,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:04:11,positif
siregarjarwi,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:57:04,negatif
rahman73,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:03:44,positif
nsamosir,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:53:19,positif
sabrina12,TikTok,hmm no comment deh,2024-12-23 15:23:59,netral
hasimsuryono,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:33:15,negatif
gramadan,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:39:39,negatif
estiawan61,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:40:31,negatif
kamilalazuardi,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:23:24,positif
rahayusihombing,TikTok,biasa aja sih,2024-12-23 15:03:12,netral
ptamba,TikTok,tergantung yg nonton juga sih,2024-12-23 15:38:48,netral
hardisitumorang,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:12:59,positif
lestaridiana,TikTok,ga tau mau bilang apa,2024-12-23 15:00:09,netral
nugrohoviman,TikTok,hmm no comment deh,2024-12-23 15:51:34,netral
agustinapurwa,TikTok,tergantung yg nonton juga sih,2024-12-23 15:51:47,netral
uwaisjamal,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:05:52,negatif
praba90,TikTok,ga tau mau bilang apa,2024-12-23 15:49:59,netral
siregargawati,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:34:31,positif
lprabowo,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:46:52,positif
rahmi21,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:39:32,negatif
widyayolanda,TikTok,ceramah apaan malah ngehina,2024-12-23 15:59:09,negatif
damusihombing,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:21:25,positif
cornelianashiruddin,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:48:34,positif
bhalim,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:39:57,negatif
najamsimanjuntak,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:45:32,negatif
cinthia94,TikTok,ceramah apaan malah ngehina,2024-12-23 15:08:43,negatif
damanikopan,TikTok,hmm no comment deh,2024-12-23 15:17:07,netral
rahmi01,TikTok,biasa aja sih,2024-12-23 15:46:14,netral
tasdikhutagalung,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:21:25,netral
hafshahardianto,TikTok,tergantung yg nonton juga sih,2024-12-23 15:23:53,netral
anggabaya79,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:36:38,positif
qpranowo,TikTok,tergantung yg nonton juga sih,2024-12-23 15:04:44,netral
karma78,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:59:31,positif
cagerhandayani,TikTok,biasa aja sih,2024-12-23 15:02:55,netral
vivirahayu,TikTok,ceramah apaan malah ngehina,2024-12-23 15:41:51,negatif
bnurdiyanti,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:25:13,negatif
aisyahwijayanti,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:59:01,positif
aharyanti,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:05:31,positif
daliono85,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:38:18,negatif
fharyanto,TikTok,ga tau mau bilang apa,2024-12-23 15:22:47,netral
anasyiah,TikTok,ga tau mau bilang apa,2024-12-23 15:20:16,netral
sitompulgarang,TikTok,tergantung yg nonton juga sih,2024-12-23 15:32:27,netral
xoktaviani,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:34:27,positif
budiyantorahmat,TikTok,biasa aja sih,2024-12-23 15:33:19,netral
tsafitri,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:19:00,negatif
gaiman54,TikTok,ceramah apaan malah ngehina,2024-12-23 15:24:28,negatif
candra37,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:04:58,positif
umi62,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:21:28,positif
teguhwahyudin,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:23:20,netral
gpangestu,TikTok,ga tau mau bilang apa,2024-12-23 15:15:40,netral
ade01,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:21:01,positif
mustofaokta,TikTok,ceramah apaan malah ngehina,2024-12-23 15:12:54,negatif
prakasabaktianto,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:15:46,negatif
umarnainggolan,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:31:40,netral
zastuti,TikTok,tergantung yg nonton juga sih,2024-12-23 15:50:24,netral
aisyah84,TikTok,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:03:33,positif
teguhnamaga,TikTok,ga sopan bgt ngomong gitu,2024-12-23 15:01:53,negatif
kiandra60,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:44:44,positif
ianhasanah,TikTok,biasa aja sih,2024-12-23 15:40:51,netral
gamanimelani,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:05:10,positif
elon78,TikTok,tergantung yg nonton juga sih,2024-12-23 15:21:41,netral
nkurniawan,TikTok,tergantung yg nonton juga sih,2024-12-23 15:30:06,netral
pratamaani,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:03:44,positif
hutagalungnabila,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:31:32,positif
endah72,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:16:03,netral
rmansur,TikTok,biar agak keras tapi niatnya baik kok,2024-12-23 15:44:27,positif
yolandadwi,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:22:16,negatif
lintangsihombing,TikTok,tergantung yg nonton juga sih,2024-12-23 15:36:36,netral
ewidodo,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:17:00,positif
abyasafirgantoro,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:20:55,netral
kamaria75,TikTok,gue liat ini ya udah lah ya,2024-12-23 15:07:37,netral
mmanullang,TikTok,gw setuju sih ama omongannya gus,2024-12-23 15:39:11,positif
palastriyono,TikTok,hmm no comment deh,2024-12-23 15:04:47,netral
rpadmasari,TikTok,biasa aja sih,2024-12-23 15:27:56,netral
pwasita,TikTok,ga tau mau bilang apa,2024-12-23 15:55:51,netral
paiman79,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:24:52,netral
prayitnarahmawati,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:12:25,positif
halimkairav,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:04:10,negatif
lazuardicemeti,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:38:16,positif
yulia72,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:36:45,negatif
tsantoso,TikTok,hmm no comment deh,2024-12-23 15:38:31,netral
carakahutasoit,TikTok,ga tau mau bilang apa,2024-12-23 15:52:44,netral
wahyudinheryanto,TikTok,biasa aja sih,2024-12-23 15:37:36,netral
mursininhartati,TikTok,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:59:52,positif
nasim50,TikTok,ceramah apaan malah ngehina,2024-12-23 15:26:49,negatif
shania14,TikTok,ga tau mau bilang apa,2024-12-23 15:49:42,netral
irasamosir,TikTok,tergantung yg nonton juga sih,2024-12-23 15:31:43,netral
widiastutimumpuni,TikTok,waduh ini sih udah kelewat batas,2024-12-23 15:58:23,negatif
restu16,TikTok,masih netral aja sih gw liatnya,2024-12-23 15:56:54,netral
fitriaramadan,TikTok,jujurly lucu banget sih ini 😭,2024-12-23 15:46:47,positif
balapatimelani,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:22:14,positif
hidayatzelda,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:34:56,negatif
yuniarreksa,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:50:08,positif
uwaisvicky,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:37:36,negatif
prakosafujiati,TikTok,biasa aja sih,2024-12-23 15:35:19,netral
saptononovi,TikTok,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:11:17,negatif
ipuspita,TikTok,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:12:23,positif
padmasarioliva,TikTok,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:21:47,negatif
najamwidiastuti,TikTok,gus miftah harus minta maaf sih ini,2024-12-23 15:08:49,negatif
